home|Unser erster gemeinsamer Putzplan|although|Wir hatten schon drei Putzpläne ausprobiert, obwohl keiner lange hielt. Das Problem war nicht nur fehlende ~Zeit=time~. Einige Aufgaben dauerten viel länger als andere. Wir schrieben deshalb zuerst auf, was tatsächlich gemacht werden musste. Dann verteilten wir die Arbeit ungefähr nach Aufwand. Wer eine Woche fehlte, besprach einen Tausch. Der neue Plan blieb unvollkommen, aber Streit wurde seltener, weil Erwartungen endlich sichtbar ~waren=were~.|Unequal workloads undermine repeated cleaning schedules.|The housemates divide tasks by effort and arrange explicit swaps.
family|Die Betreuung muss neu geplant werden|passive|Als meine Schwester später arbeiten musste, wurde die ~Betreuung=care; supervision~ ihres Sohnes schwierig. Bisher hatte Oma jeden Nachmittag geholfen. Sie wollte weiterhin Zeit mit ihm verbringen, brauchte aber auch freie Tage. Wir setzten uns zusammen und hörten erst ihre Wünsche an. Danach teilten wir die Nachmittage anders auf. Nicht jede Lücke war sofort geschlossen. Trotzdem war die Lösung ehrlicher, als Omas Hilfe einfach weiter ~vorauszusetzen=take for granted~.|A schedule change puts pressure on the grandmother's childcare commitments.|The family asks about her wishes before redistributing the afternoons.
family|Ein Familienfest mit zwei Sprachen|relative|Beim Familienfest saßen Verwandte zusammen, die unterschiedliche Sprachen sprachen. Anfangs blieben die ~Gespräche=conversations~ in kleinen Gruppen. Meine Cousine schlug vor, alte Fotos herumzugeben. Dazu erzählte jeder eine kurze Geschichte; wer konnte, übersetzte. Nicht jedes Wort wurde verstanden, aber alle konnten etwas beitragen. Am Ende kannten selbst entfernte Verwandte die Geschichte des roten Fahrrads. Die Fotos hatten mehr geholfen als die Aufforderung, sich endlich zu ~unterhalten=chat~.|Language differences divide a family gathering into separate groups.|Shared photographs create stories that people can translate and discuss.
family|Die Reise zu Opa wird kürzer|because|Wir hatten eine Woche bei Opa geplant. Kurz vorher sagte er, dass ihm ein so langer Besuch zu ~anstrengend=tiring~ wäre. Meine Mutter war zunächst enttäuscht und dachte, er wolle uns nicht sehen. Im Gespräch erklärte Opa, dass er sich freue, aber viel Ruhe brauche. Wir verkürzten den Besuch und suchten eine Unterkunft in der Nähe. So konnten wir gemeinsam essen, ohne ihn den ganzen Tag zu ~beanspruchen=demand time from~.|Grandfather asks for a shorter visit because he needs rest.|The family shortens its stay and finds nearby accommodation.
family|Das geerbte Geschirr|conditional|Nach dem Umzug meiner Großmutter sollten wir ihr altes ~Geschirr=crockery~ verteilen. Mein Bruder wollte alles behalten, ich hatte kaum Platz. Zunächst fühlte sich jede Entscheidung wie eine Bewertung unserer Erinnerungen an. Dann wählte jeder zwei besonders wichtige Stücke aus. Den Rest gaben wir jemandem, der ihn benutzen würde. Meine kleine Tasse erinnert mich täglich an Oma. Dafür musste ich nicht den gesamten Schrank ~übernehmen=take over~.|Siblings disagree about keeping their grandmother's crockery.|Each keeps meaningful pieces and gives the rest to someone who will use them.
family|Ein ehrliches Nein zum Umzug|although|Mein Cousin bat mich, am Samstag beim Umzug zu helfen. Obwohl ich bereits erschöpft war, wollte ich automatisch ~zusagen=agree~. Dann erklärte ich, dass ich keine Möbel tragen könnte. Stattdessen bot ich an, für die Helfer zu kochen. Mein Cousin war kurz überrascht, nahm das Angebot aber gern an. Am Samstag brachte ich Essen und fuhr danach heim. Meine Hilfe war begrenzt, aber zuverlässig und für beide Seiten ~nützlich=useful~.|The narrator is too exhausted to help carry furniture.|They offer food for the movers instead of making an unreliable promise.
family|Wer erzählt die Geschichte richtig?|pastperfect|Meine Eltern erzählten unseren ersten Urlaub immer unterschiedlich. Meine Mutter hatte den Zug ~verpasst=missed~, behauptete mein Vater. Sie erinnerte sich dagegen an einen ausgefallenen Bus. Beim Sortieren alter Briefe fanden wir beide Ereignisse beschrieben. Der Busausfall hatte tatsächlich zur verspäteten Ankunft geführt. Wir lachten über den langen Streit. Seitdem erzählen meine Eltern die Geschichte gemeinsam. Jeder hatte einen Teil behalten und den anderen allmählich ~vergessen=forgotten~.|The parents disagree about why a holiday journey went wrong.|An old letter shows that their memories describe connected events.
family|Der Gruppenchat am Abend|when|Im Familienchat kamen abends so viele Nachrichten an, dass Timo kaum ~abschalten=switch off; unwind~ konnte. Er stellte die Benachrichtigungen aus. Seine Schwester dachte danach, er ignoriere sie. Timo erklärte, dass er Nachrichten einmal täglich lese und dringende Anrufe weiterhin höre. Sie vereinbarten, bei wirklich wichtigen Dingen anzurufen. Seitdem antwortet Timo zwar langsamer, aber aufmerksamer. Die Familie weiß nun, was sein Schweigen bedeutet und was ~nicht=not~.|Muted chat notifications are mistaken for deliberate ignoring.|Timo explains his routine and agrees on calls for urgent matters.
family|Die Geburtstagsüberraschung fällt aus|pastperfect|Wir hatten heimlich ein großes Fest für Mama vorbereitet. Erst am Vorabend erfuhren wir, dass sie sich eigentlich einen ~ruhigen=quiet~ Tag gewünscht hatte. Alles abzusagen war unangenehm, doch wir fragten sie ehrlich. Sie freute sich über unsere Mühe, wollte aber keine große Runde. Wir verkleinerten das Essen und verschoben die übrigen Besuche. Die Überraschung war dahin. Dafür musste Mama an ihrem Geburtstag keine gute Laune ~vorspielen=pretend~.|A planned surprise party conflicts with the mother's wish for a quiet day.|The family asks her and reduces the celebration.
family|Die ersten Ferien allein|conditional|Meine Tochter wollte erstmals mit Freunden verreisen. Ich hätte am liebsten jede Einzelheit kontrolliert. Sie empfand meine Fragen als fehlendes ~Vertrauen=trust~. Wir trennten deshalb wichtige Absprachen von bloßer Neugier: Unterkunft, Erreichbarkeit und Rückfahrt mussten geklärt sein. Über jeden Nachmittag musste sie nicht berichten. Während der Reise schrieb sie gelegentlich von selbst. Mir fiel das Warten nicht leicht, aber sie kam mit vielen Geschichten und etwas mehr Selbstständigkeit ~zurück=back~.|A parent and teenager disagree about control during an independent holiday.|They agree on essential safety and travel information without requiring constant reports.
family|Ein Rezept verbindet drei Generationen|genitive|Das Rezept meiner Großmutter enthielt keine genauen ~Mengen=quantities~. Dort stand nur „etwas Mehl“ und „genug Milch“. Beim gemeinsamen Backen beobachtete mein Sohn jeden Schritt und wog die Zutaten ab. Oma lachte zunächst über die Genauigkeit. Als der Kuchen gelang, bat sie um eine Kopie. Jetzt steht neben den Zahlen auch ihr Hinweis, wie sich der Teig anfühlen soll. Erfahrung und genaue Angaben ergänzen sich in unserem neuen ~Familienrezept=family recipe~.|A grandmother's recipe lacks measurements.|Her grandson records quantities while keeping her practical descriptions.
family|Der freie Platz am Tisch|relative|Beim Sonntagsessen blieb der Platz meines Bruders frei, der für ein Jahr im Ausland arbeitete. Meine Eltern wollten ihn per Video dazuschalten. Wegen der ~Zeitverschiebung=time difference~ schlief er aber noch. Wir nahmen stattdessen kurze Grüße auf und schickten sie später. Am Abend antwortete er mit einem Rundgang durch seine Küche. Es war kein gemeinsames Essen, aber ein Austausch, bei dem niemand mitten in der Nacht aufstehen ~musste=had to~.|A time difference prevents a live family video meal.|Recorded greetings allow everyone to take part at a suitable time.
school|Eine Gruppenarbeit mit ungleichen Aufgaben|although|Für unser Referat hatte Nora die meisten ~Aufgaben=tasks~ übernommen. Obwohl sie sich über die anderen ärgerte, sagte sie zunächst nichts. Zwei Tage vor dem Termin erklärte sie, welche Teile noch fehlten. Die anderen hatten gedacht, sie wolle alles selbst machen. Gemeinsam verteilten sie die restliche Arbeit neu. Das Referat wurde rechtzeitig fertig. Beim nächsten Projekt vereinbarten sie die Zuständigkeiten gleich am Anfang, statt Erwartungen nur ~anzunehmen=assume~.|Unspoken assumptions leave Nora doing most of a group project.|The group redistributes tasks and plans explicit roles next time.
school|Die Note erzählt nicht alles|relative|Als Amir eine schlechtere Note bekam, als er erwartet hatte, war er ~enttäuscht=disappointed~. Er bat die Lehrerin, ihm die Bewertung zu erklären. Seine Beispiele waren gut, doch der Aufbau war schwer zu verstehen. Statt den ganzen Text neu zu schreiben, ordnete er zuerst die Absätze. In der nächsten Aufgabe gelang ihm das besser. Die erste Note änderte sich nicht, aber die Rückmeldung hatte einen konkreten nächsten Schritt ~gezeigt=shown~.|Amir asks why a well-researched text received a disappointing grade.|He learns to improve paragraph order in his next task.
school|Ein stiller Schüler meldet sich|because|Im Unterricht sprach Lin selten, weil er länger zum ~Formulieren=formulating; phrasing~ brauchte. Wer schnell antwortete, kam meist zuerst dran. Die Lehrerin führte kurze Denkpausen ein, bevor jemand sprechen durfte. Lin notierte zwei Stichwörter und meldete sich. Seine Antwort war nicht perfekt, aber verständlich. Auch andere nutzten die Pausen. Die Änderung machte den Unterricht nicht langsamer; sie zeigte nur Gedanken, die vorher kaum gehört ~wurden=were~.|Lin needs more preparation time than rapid classroom questioning allows.|Brief thinking pauses let him and others participate.
school|Das Handy für die Recherche|passive|Für eine Aufgabe durften Handys zur ~Recherche=research~ benutzt werden. Schon bald wurden nebenbei private Nachrichten gelesen. Unsere Gruppe schlug vor, zuerst Suchfragen festzulegen und danach die Geräte wieder wegzulegen. Bei der nächsten Aufgabe probierten wir es aus. Die Ergebnisse wurden auf Papier verglichen. Niemand behauptete, dass Handys grundsätzlich schlecht seien. Wir hatten nur eine Arbeitsweise gefunden, bei der sie einem klaren Zweck ~dienten=served~.|Phone research is interrupted by private messaging.|The group uses defined questions and puts devices away before comparing results.
school|Die Klassenfahrt mit kleinerem Budget|comparison|Die geplante Klassenfahrt war für einige Familien zu ~teuer=expensive~. Niemand wollte öffentlich erklären müssen, wie viel Geld zu Hause fehlte. Die Lehrerin sammelte deshalb anonym mögliche Preisgrenzen. Danach suchte die Klasse ein näheres Ziel. Es gab weniger Programmpunkte, aber alle konnten teilnehmen. Im Rückblick erinnerten sich viele vor allem an den gemeinsamen Abend. Der teuerste Ausflug wäre dafür gar nicht nötig ~gewesen=been~.|Some families cannot afford the proposed class trip.|Anonymous budget feedback leads to a nearer, affordable destination.
school|Das falsche Zitat|pastperfect|Für mein Referat hatte ich einen Satz aus dem Internet ~übernommen=taken over; copied~. Die Autorin des Satzes hatte ich nicht überprüft. Ein Mitschüler fragte nach der Quelle. Bei der Suche stellte ich fest, dass mehrere Seiten verschiedene Namen nannten. Ich entfernte das Zitat und beschrieb die Unsicherheit. Das war peinlich, aber besser, als eine ungesicherte Angabe weiterzugeben. Danach notierte ich Quellen schon beim ersten ~Lesen=reading~.|The narrator cannot verify who wrote an online quotation.|They remove it and begin recording sources during research.
school|Der Lernplan ist zu voll|conditional|Vor der Prüfung hatte ich jede freie Stunde mit ~Lernstoff=study material~ gefüllt. Nach zwei Tagen konnte ich kaum noch etwas aufnehmen. Meine Freundin fragte, ob ich den Plan wirklich mehrere Wochen durchhalten würde. Ich strich einige Wiederholungen und plante Pausen ein. Statt alles anzusehen, übte ich zuerst meine häufigsten Fehler. Der neue Plan sah weniger beeindruckend aus, ließ sich aber tatsächlich umsetzen. Abends blieb sogar Zeit für einen kurzen ~Spaziergang=walk~.|An overloaded exam timetable quickly becomes unworkable.|The narrator reduces repetition, adds breaks and targets frequent errors.
school|Ein Experiment mit unerwartetem Ergebnis|although|Unser Versuch ergab etwas anderes als das ~Arbeitsblatt=worksheet~ erwarten ließ. Ein Gruppenmitglied wollte die Zahlen ändern, damit der Bericht richtig aussah. Wir entschieden uns dagegen und prüften den Aufbau. Ein Messgerät war falsch eingestellt gewesen. Im Bericht beschrieben wir den Fehler und den zweiten Versuch. Die Lehrerin lobte nicht das erste Ergebnis, sondern die nachvollziehbare Erklärung. Ein scheinbar perfekter Bericht hätte weniger über unser Lernen ~gezeigt=shown~.|A classroom experiment produces an unexpected result.|The group reports a measurement error rather than altering the figures.
school|Eine Präsentation ohne Bilder|without|Kurz vor meiner Präsentation fiel der ~Projektor=projector~ aus. Ich hatte fast nur Bilder vorbereitet und bekam Angst. Dann zeichnete ich eine einfache Skizze an die Tafel und erklärte die drei wichtigsten Punkte. Die Klasse stellte mehr Fragen als sonst. Einige Details fehlten, doch die Hauptidee wurde verstanden. Für die nächste Präsentation nahm ich eine kleine Papierübersicht mit. Sie sollte die Bilder nicht ersetzen, sondern mich unabhängiger von der Technik ~machen=make~.|A failed projector threatens a picture-based presentation.|A board sketch and three key points allow the explanation to continue.
school|Das Wörterbuch beim Schreiben|relative|Beim Schreiben schlug ich früher fast jedes Wort nach, das mir fehlte. Dadurch verlor ich oft den ~Gedanken=thought~. Unsere Lehrerin schlug eine andere Reihenfolge vor: erst mit bekannten Wörtern schreiben, danach gezielt nachschlagen. Mein erster Entwurf klang einfacher, war aber zusammenhängend. Beim Überarbeiten ergänzte ich nur die Wörter, die wirklich nötig waren. Ich lernte weniger neue Wörter auf einmal, konnte sie dafür später häufiger selbst ~verwenden=use~.|Constant dictionary use interrupts the narrator's writing.|Drafting with known words first produces a more coherent text.
school|Der Kurs passt nicht mehr|because|Mein Abendkurs begann gut, doch meine Arbeitszeiten änderten sich. Ich kam oft zu spät und verstand den ~Anschluss=connection; continuation~ nicht mehr. Statt mich weiter durch jede Stunde zu kämpfen, sprach ich mit der Kursleitung. Ein Wechsel am Wochenende war möglich, allerdings erst im nächsten Monat. Bis dahin bekam ich einen klaren Plan zum Nacharbeiten. Der Wechsel löste nicht alles, aber ich konnte wieder regelmäßig und vorbereitet ~teilnehmen=participate~.|Changed work hours disrupt attendance at an evening course.|The learner arranges a weekend course and a temporary catch-up plan.
health|Die Frage kam erst zu Hause|pastperfect|Nach dem Arztbesuch fiel Sara eine wichtige ~Frage=question~ ein. Während des Gesprächs hatte sie sich auf die vielen neuen Wörter konzentriert. Sie schrieb der Praxis, statt selbst eine Antwort im Internet zusammenzusuchen. Beim Rückruf konnte sie gezielt nachfragen. Für den nächsten Termin führte sie eine kleine Liste. Darauf standen auch Punkte, die bereits geklärt waren. So musste sie nicht jedes Mal wieder von vorn ~anfangen=start~.|Sara remembers an unanswered medical question after leaving the practice.|She contacts the practice and prepares a list for future visits.
health|Ein Besuch kann auch kurz sein|although|Als Ben seinen Freund im Krankenhaus besuchte, hatte er viele Geschichten vorbereitet. Nach wenigen Minuten merkte er, dass sein Freund sehr ~müde=tired~ wurde. Obwohl Ben lange gefahren war, beendete er den Besuch. Vorher fragte er, ob er etwas Organisatorisches übernehmen könne. Sein Freund bat ihn, eine Nachricht an den Sportverein zu schicken. Auf dem Rückweg tat Ben das. Die kurze Begegnung war hilfreicher gewesen als ein langer Besuch aus ~Höflichkeit=politeness~.|Ben notices fatigue during a hospital visit.|He leaves early and helps by informing the friend's sports club.
health|Die Beschreibung bleibt konkret|relative|Am Telefon sollte Aylin beschreiben, was sich verändert hatte. Sie wollte zunächst eine Krankheit nennen, von der sie gelesen hatte. Dann beschrieb sie lieber die ~Beschwerden=symptoms; discomfort~ und ihren zeitlichen Verlauf. Die Mitarbeiterin stellte weitere Fragen und erklärte das Vorgehen der Praxis. Aylin notierte die Informationen. Später war sie froh, Beobachtungen und Vermutungen getrennt zu haben. So hatte die Fachperson klarere Angaben erhalten, auf die sie eingehen ~konnte=could~.|Aylin is tempted to name an illness she has read about.|She describes concrete observations and their timing instead.
health|Der Termin und die Kinderbetreuung|because|Für eine Untersuchung musste Noor früh in die Praxis. Die ~Kinderbetreuung=childcare~ begann aber erst später. Ein Verschieben wäre möglich gewesen, hätte jedoch lange Wartezeit bedeutet. Sie fragte eine Freundin konkret nach einer Stunde Hilfe. Die Freundin konnte ihren Sohn zur Betreuung bringen. Noor schickte alle nötigen Angaben am Vorabend. Nach dem Termin bedankte sie sich und bot Hilfe für einen anderen Tag an. Eine begrenzte Bitte war leichter zu organisieren als ein unklarer ganzer ~Vormittag=morning~.|An early examination conflicts with childcare opening hours.|A friend helps for one clearly arranged hour.
health|Ein unbekanntes Wort im Brief|questions|Im Brief des Krankenhauses verstand Karim ein Wort nicht. Er glaubte zunächst, der Termin sei ~abgesagt=cancelled~. Seine Schwester las den Text anders. Statt über die Bedeutung zu streiten, rief Karim unter der angegebenen Nummer an. Der Termin fand statt, nur der Eingang hatte sich geändert. Er schrieb die Erklärung neben den Satz. Am Besuchstag zeigte er seiner Schwester den richtigen Weg. Beide waren froh, nachgefragt zu ~haben=have~.|An unfamiliar word makes Karim think a hospital appointment was cancelled.|A call confirms that only the entrance has changed.
health|Die Rückkehr nach längerer Krankheit|conditional|Nach längerer Krankheit wollte Jana sofort wieder alle ~Aufgaben=tasks~ übernehmen. Ihre Kollegin fragte, ob ein schrittweiser Einstieg nicht besser planbar wäre. Jana besprach die Möglichkeiten mit den zuständigen Personen. Für die erste Woche wurden wenige klare Aufgaben vereinbart. Am Freitag überprüften sie gemeinsam, was funktioniert hatte. Jana musste nicht jeden Tag beweisen, dass alles wie früher war. Sie konnte ehrlich sagen, wenn etwas noch zu ~anstrengend=tiring~ war.|Jana feels pressure to resume everything after illness.|A clearly agreed, reviewed return lets her communicate her limits.
health|Der Bericht wird gemeinsam gelesen|passive|Beim Entlassungsgespräch wurden mehrere nächste Schritte erklärt. Mein Vater nickte, obwohl er nicht alles ~verstanden=understood~ hatte. Mit seinem Einverständnis las ich den Bericht später mit ihm. Offene Fragen schrieben wir auf und stellten sie der zuständigen Praxis. Ich entschied nichts an seiner Stelle. Mein Vater führte das Gespräch selbst, während ich bei Bedarf auf die Liste zeigte. Danach konnte er den Ablauf in eigenen Worten ~erklären=explain~.|The narrator's father leaves hospital with unanswered questions.|With his consent, they prepare questions that he asks himself.
health|Ein ruhiger Raum im Wartebereich|relative|Im Wartebereich lief ein lauter Fernseher. Eine Patientin, die sich kaum konzentrieren konnte, fragte nach einem ruhigeren ~Platz=place~. Zunächst hieß es, alle müssten dort warten. Eine Mitarbeiterin suchte dann nach einer einfachen Lösung: Ein kleiner Nebenraum war frei. Sie erklärte, wie die Patientin dort aufgerufen würde. Es brauchte keinen großen Umbau, aber jemanden, der die konkrete Schwierigkeit ernst nahm und den Ablauf kurz ~anpasste=adjusted~.|A patient finds the noisy waiting area difficult.|A staff member arranges a quiet room and explains how she will be called.
health|Die vergessene Liste|pastperfect|Für den Termin hatte ich sorgfältig eine Liste vorbereitet. In der Praxis bemerkte ich, dass sie auf dem ~Küchentisch=kitchen table~ lag. Zuerst ärgerte ich mich über die verlorene Mühe. Dann schrieb ich aus dem Gedächtnis die wichtigsten Punkte auf. Dabei half mir gerade die Vorbereitung vom Vortag. Nach dem Gespräch verglich ich beide Listen zu Hause. Eine Frage fehlte noch. Sie konnte ich bei einem späteren Rückruf ~klären=clarify~.|The narrator forgets a prepared appointment list at home.|Preparing it still helps recall most points, with one question left for a callback.
health|Ein hilfreiches Angebot|conditional|Als unsere Nachbarin krank war, schrieb ich zuerst: „Melde dich, wenn du etwas ~brauchst=need~.“ Es kam keine Antwort. Später bot ich konkret an, am Dienstag ihren Einkauf mitzubringen. Darauf antwortete sie sofort mit einer kurzen Liste. Sie erklärte, dass sie ungern selbst um Hilfe bitte. Ich übernahm nur den vereinbarten Einkauf. Für weitere Dinge fragte ich erneut, statt anzunehmen, dass ich nun alles für sie entscheiden ~sollte=should~.|A general offer of help receives no reply.|A specific shopping offer is easier for the neighbour to accept.
health|Der ausgefallene Kursabend|although|Unser Kursleiter fiel wegen Krankheit aus. Einige Teilnehmende wollten unbedingt eine andere Lehrkraft, andere lieber eine ~Pause=break~. Die Schule erklärte, welche Möglichkeiten es gab. Wir entschieden uns für einen Ersatztermin und bekamen bis dahin eine freiwillige Wiederholungsaufgabe. Niemand musste persönliche Einzelheiten über den Kursleiter erfahren. Als er zurückkam, freuten wir uns über den normalen Unterricht. Die fehlende Stunde war nachgeholt, ohne dass seine Krankheit zum Gegenstand vieler Vermutungen ~geworden=become~ war.|A teacher's illness causes conflicting preferences about a cancelled class.|The group chooses a replacement date without demanding private details.
travel|Ein Anschluss mit knapper Umsteigezeit|comparison|Die schnellste Verbindung bot nur vier Minuten zum ~Umsteigen=changing trains~. Mein Freund wollte sie buchen, weil sie zwanzig Minuten früher ankam. Ich hatte einen schweren Koffer und kannte den Bahnhof nicht. Wir verglichen eine zweite Verbindung mit mehr Zeit. Sie war etwas langsamer, aber entspannter. Als unser erster Zug tatsächlich verspätet war, blieb genug Zeit. Die Entscheidung hatte uns nicht vor jeder Störung geschützt, aber einen vermeidbaren Stress ~erspart=spared~.|A fast connection allows only four minutes to change trains.|The travellers choose a slightly slower route with more time.
travel|Das Foto zeigt nicht die ganze Unterkunft|although|Die Unterkunft sah auf den Fotos hell und ruhig aus. Bei der Ankunft bemerkten wir eine ~Baustelle=building site~ direkt daneben. Wir machten keine sofortige öffentliche Beschwerde, sondern sprachen zuerst mit der Rezeption. Ein Zimmer auf der anderen Seite war frei. Es war kleiner, aber ruhiger. Wir nahmen es und hielten den Wechsel schriftlich fest. In unserer späteren Bewertung beschrieben wir sowohl das Problem als auch die angebotene ~Lösung=solution~.|Construction noise contradicts the impression given by accommodation photos.|The reception offers a quieter room and the guests describe both issue and response.
travel|Der Ausflug wird barriereärmer|relative|Unsere Tante benutzt einen Rollstuhl. Für den Stadtausflug prüften wir deshalb nicht nur die ~Entfernung=distance~. Eine Strecke, die kurz aussah, enthielt viele Stufen. Das Museum beantwortete unsere Fragen zu Eingang und Aufzug. Wir planten einen längeren, gut nutzbaren Weg. Unterwegs mussten wir trotzdem einmal ausweichen. Meine Tante entschied mit, welche Alternative passte. Sie war Teil der Planung, nicht jemand, für den andere alles ungefragt ~bestimmten=decided~.|The shortest route is unsuitable for a wheelchair user.|The group plans an accessible alternative with the aunt's input.
travel|Ein verlorener Rucksack in der Straßenbahn|pastperfect|Erst im Hotel bemerkte Luis, dass er seinen ~Rucksack=rucksack~ in der Straßenbahn vergessen hatte. Er erinnerte sich an Linie, Richtung und ungefähre Uhrzeit. Diese Angaben meldete er beim Verkehrsunternehmen. Während er wartete, prüfte er, welche wichtigen Dinge tatsächlich im Rucksack waren. Sein Ausweis lag zum Glück im Zimmer. Am nächsten Tag konnte er die Tasche abholen. Eine genaue Beschreibung hatte mehr geholfen als zehn ungezielte ~Anrufe=calls~.|Luis leaves his rucksack on a tram.|Precise journey details and a description help him recover it.
