work|Der Drucker braucht Papier|accusative|Nina möchte eine Seite drucken. Der ~Drucker=printer~ macht nichts. Auf dem Bildschirm steht „Papier fehlt“. Nina öffnet das Fach. Es ist leer. Im Schrank liegt neues Papier. Sie legt einige Blätter ins Fach. Jetzt kommt ihre Seite heraus. Sie bringt das Blatt zu ihrem ~Kollegen=colleague~.|Nina's printer has run out of paper.|She fills the tray and prints her page.
work,colours|Die blaue Arbeitsjacke|colours|Amir arbeitet in einer Werkstatt. Seine ~Arbeitsjacke=work jacket~ ist blau. Heute hängt sie nicht am Haken. Dort hängt eine schwarze Jacke. Sein Kollege zeigt auf den Stuhl. Die blaue Jacke liegt unter einer Tasche. Amir zieht sie an. In der Tasche findet er auch seinen ~Stift=pen~.|Amir cannot see his blue work jacket on its hook.|He finds it on a chair under a bag.
work|Freitag oder Donnerstag?|questions|Im Kalender steht ein Treffen am Freitag. In der E-Mail steht Donnerstag. Tom fragt seine ~Chefin=manager; female boss~. „Welcher Tag ist richtig?“ Das Treffen ist am Donnerstag um drei Uhr. Die alte Einladung ist falsch. Tom ändert den Kalender und sagt seinem Kollegen ~Bescheid=notice; information~. Jetzt wissen beide den richtigen Termin.|Tom finds two different dates for a meeting.|He checks and changes his calendar to Thursday.
cafe|Ein Tee ohne Zucker|negation|Im Café bestellt Lina einen Tee. „Mit Milch und ~Zucker=sugar~?“ Sie möchte Milch, aber keinen Zucker. Der Kellner bringt eine Tasse und ein kleines Glas Milch. Lina sitzt draußen. Ihr Freund kommt etwas später. Er bestellt Kaffee. Zusammen sehen sie den Menschen auf dem ~Platz=square~ zu.|Lina orders tea with milk but no sugar.|Her friend joins her outside with a coffee.
cafe|Der freie Stuhl|questions|Das Café ist voll. An einem Tisch sitzen zwei Frauen. Ein ~Stuhl=chair~ ist noch frei. Mateo fragt: „Darf ich den Stuhl nehmen?“ Die Frauen brauchen ihn nicht. Mateo trägt ihn zu seinem Tisch. Nun kann auch sein Bruder sitzen. Beide teilen ein großes Stück ~Kuchen=cake~.|Mateo needs an extra chair in a busy café.|He takes an unused chair so his brother can sit.
cafe|Zahlen wir zusammen?|numbers|Mia und Sam sitzen im Café. Der Kaffee kostet drei Euro. Der Tee kostet zwei Euro. „Zusammen oder ~getrennt=separately~?“, fragt die Kellnerin. „Zusammen“, sagt Mia. Sie gibt ihr sechs Euro. „Stimmt so.“ Sam bedankt sich bei Mia. Beim nächsten Besuch möchte er die ~Rechnung=bill~ bezahlen.|Mia pays for both drinks.|She gives six euros for a five-euro bill.
cafe|Das letzte Käsebrötchen|accusative|In der Bäckerei liegt noch ein ~Käsebrötchen=cheese roll~. Noor möchte es kaufen. Hinter ihr steht ein kleiner Junge. Er möchte auch eins. Die Verkäuferin hat aber noch Brot und Käse. Sie macht ein neues Brötchen für den Jungen. Beide bekommen etwas zu essen und gehen ~zufrieden=satisfied~ hinaus.|Noor and a boy both want the last cheese roll.|The seller makes another roll for the boy.
cafe,weather|Drinnen ist es trocken|weather|Luca sitzt mit seiner Tante vor dem Café. Plötzlich beginnt es zu ~regnen=rain~. Die Tante nimmt ihre Tasche. Luca trägt die Tassen hinein. Drinnen ist ein Tisch frei. Durch das Fenster sehen sie den Regen. Ihr Kuchen bleibt zum Glück trocken. Sie bestellen noch einen warmen ~Tee=tea~.|Rain interrupts Luca's café visit outside.|He and his aunt move inside with their drinks.
shopping,colours|Die grünen Äpfel|colours|Auf dem Markt kauft Hana Obst. Es gibt rote und grüne ~Äpfel=apples~. Sie nimmt drei grüne Äpfel und zwei Bananen. Der Verkäufer legt alles in eine Tüte. Hana hat aber einen eigenen Beutel. Sie braucht die ~Tüte=bag~ nicht. Zu Hause legt sie das Obst in eine Schale.|Hana buys green apples and bananas.|She uses her own bag instead of a shop bag.
shopping|Die Jacke ist zu groß|comparison|Paul probiert eine Jacke an. Die Farbe gefällt ihm, aber die Jacke ist zu ~groß=big~. Die Verkäuferin bringt eine kleinere. Diese passt gut. Paul schaut auf den Preis. Er hat genug Geld. Er kauft die Jacke und trägt sie gleich. Seine alte Jacke kommt in die ~Tasche=bag~.|Paul likes a jacket but it is too large.|He buys a smaller one and wears it immediately.
shopping|Ein Euro für den Wagen|numbers|Am Supermarkt braucht Sara einen Euro für den ~Einkaufswagen=shopping trolley~. Sie hat nur einen Geldschein. Ihr Bruder hat eine Münze. Er gibt sie ihr. Sie kaufen Milch, Brot und Eier. Nach dem Einkaufen stellt Sara den Wagen zurück. Die ~Münze=coin~ gibt sie ihrem Bruder wieder.|Sara has no coin for the shopping trolley.|Her brother lends her one and gets it back later.
shopping|Das Brot auf der Liste|accusative|Noah geht einkaufen. Auf seiner ~Liste=list~ stehen Brot, Milch und Tomaten. Er kauft Milch und Tomaten. An der Kasse schaut er noch einmal auf die Liste. Das Brot fehlt! Er geht schnell zum Regal. Jetzt ist alles im Korb. Zu Hause macht er sich ein ~Sandwich=sandwich~.|Noah nearly forgets an item on his shopping list.|He checks the list and goes back for bread.
shopping|Ein Geschenk für Mira|dative|Mira hat am Samstag Geburtstag. Leon sucht ein ~Geschenk=present~. Sie liest gern und mag Tiere. Im Laden findet er ein Buch über Hunde. Er kauft es und schreibt eine Karte. Am Samstag gibt er Mira das Buch. Sie bedankt sich und zeigt ihm ein Foto von ihrem ~Hund=dog~.|Leon looks for a present for Mira.|He gives her a book about dogs.
colours|Der rote Regenschirm|colours|Vor der Schule stehen viele ~Regenschirme=umbrellas~. Meiner ist rot. Aber hier sind zwei rote Schirme! Ich öffne einen. Darauf sind weiße Punkte. Mein Schirm hat keine Punkte. Ich nehme den anderen. Mein Freund wartet schon draußen. Unter meinem Schirm haben wir beide ~Platz=space~.|Two red umbrellas look similar.|The narrator chooses the one without white dots.
colours|Ein Bild für die Küche|colours|Ella malt ein Bild. Der Himmel ist blau, die Sonne gelb. Auf der ~Wiese=meadow~ steht ein braunes Pferd. Ihr Bruder möchte auch malen. Er malt drei kleine Blumen. Zusammen zeigen sie das Bild ihrer Mutter. Sie hängt es in die Küche. Dort ist die Wand noch ganz ~weiß=white~.|Ella and her brother paint a picture together.|Their mother hangs it on the white kitchen wall.
colours|Welche Socken gehören mir?|possessive|Nach dem Waschen liegen viele ~Socken=socks~ im Korb. Finn sucht seine schwarzen Socken. Eine ist da, die andere fehlt. Seine Schwester hat zwei verschiedene Socken in der Hand. Eine davon ist schwarz. Sie tauschen. Jetzt hat Finn ein Paar. Seine Schwester hat zwei ~gelbe=yellow~ Socken.|Finn finds only one of his black socks.|He swaps with his sister to complete the pair.
colours|Die Farbe für das Regal|questions|Unser Regal ist alt. Wir möchten es streichen. Meine Schwester möchte ~blau=blue~, ich möchte grün. Im Laden sehen wir eine gelbe Farbe. Die gefällt uns beiden. Zu Hause legen wir Zeitung auf den Boden. Dann streichen wir das Regal gelb. Es sieht jetzt ganz ~anders=different~ aus.|Two siblings initially want different colours for a shelf.|They agree to paint it yellow.
animals|Der Hund vor dem Laden|location|Vor dem Laden sitzt ein ~Hund=dog~. Er wartet ruhig. Lea bleibt kurz stehen. Sie möchte ihn anfassen, fragt aber zuerst seine Besitzerin. Die Frau kommt gerade aus dem Laden. „Er ist heute müde“, sagt sie. Lea winkt nur. Dann gehen Hund und Frau zusammen nach ~Hause=home~.|Lea notices a dog outside a shop.|She leaves the tired dog alone after speaking to its owner.
animals|Die Katze in der Kiste|location|Wir packen für den Umzug. Eine große ~Kiste=box~ steht im Flur. Meine Katze schläft darin. Ich möchte Bücher einpacken, aber die Katze bleibt liegen. Ich hole eine zweite Kiste. Jetzt haben die Bücher einen Platz und die Katze hat ihr Bett. Mein Bruder macht ein ~Foto=photo~.|A cat is sleeping in a moving box.|The narrator uses another box for the books.
animals|Karotten für das Kaninchen|accusative|Jona besucht seine Cousine. Sie hat ein weißes ~Kaninchen=rabbit~. Es heißt Wolke. Jona hat eine Karotte dabei. Seine Cousine zeigt ihm das Gehege. Wolke kommt langsam näher. Jona sitzt ganz still. Später malen beide ein Bild von Wolke. Die Karotte auf dem Bild ist fast so groß wie das ~Tier=animal~.|Jona visits his cousin's rabbit, Wolke.|The children later draw the rabbit and a very large carrot.
animals|Vögel am Fenster|plural|Jeden Morgen sieht Oma ~Vögel=birds~ vor ihrem Fenster. Heute sind es drei. Einer ist klein und braun. Die anderen sind schwarz. Oma holt ihr Buch über Vögel. Ihre Enkelin schaut mit. Sie suchen den kleinen Vogel im Buch. Dann fliegt er weg. Morgen schauen sie wieder nach ~draußen=outside~.|Grandmother and her granddaughter watch three birds.|They try to identify the small brown bird in a book.
animals|Die Tiere auf dem Bauernhof|plural|Unsere Klasse besucht einen ~Bauernhof=farm~. Auf der Wiese stehen Kühe. Im Hof laufen Hühner. Ich sehe ein kleines Schaf neben seiner Mutter. Unser Lehrer zählt die Kinder. Alle sind da. Dann zeigt uns die Bäuerin den Stall. Vor dem Mittagessen waschen wir unsere ~Hände=hands~.|A class visits a farm and sees several animals.|The children wash their hands before lunch.
nature|Ein Picknick unter dem Baum|location|Es ist warm. Fatma und Ben machen ein ~Picknick=picnic~. Unter einem Baum ist Schatten. Sie legen eine Decke auf das Gras. Ben hat Brot, Fatma hat Obst. Nach dem Essen sammeln sie ihren Müll ein. Im Park soll nichts liegen bleiben. Die leere ~Flasche=bottle~ kommt wieder in den Rucksack.|Fatma and Ben picnic in the shade.|They collect their rubbish and take the bottle with them.
nature|Die kleine Pflanze|present|In unserem Kurs hat jeder eine kleine ~Pflanze=plant~. Meine steht am Fenster. Jeden Tag schaue ich nach ihr. Heute sehe ich ein neues Blatt. Ich zeige es meinem Lehrer. Er lächelt. Meine Freundin hat auch eine Pflanze, aber ihre ist größer. Wir messen beide mit einem ~Lineal=ruler~.|The narrator notices a new leaf on a classroom plant.|Two friends measure their plants.
nature|Muscheln am Strand|plural|Am ~Strand=beach~ sucht Luisa Muscheln. Ihr Bruder baut eine Burg aus Sand. Luisa findet eine Muschel mit einem Loch. Sie zeigt sie ihm. Dann kommt Wasser bis zur Burg. Beide setzen sich etwas weiter weg. Die Muschel legen sie neben ihre Schuhe. Jetzt sehen sie den ~Wellen=waves~ zu.|Luisa finds a shell while her brother builds a sandcastle.|They move farther from the water and watch the waves.
nature|Der Weg am See|questions|Nils und seine Mutter gehen um den ~See=lake~. An einer Kreuzung stehen zwei Schilder. Ein Weg führt zum Café, der andere zum Bahnhof. Sie möchten zum Bahnhof. Nils liest das Schild und zeigt nach rechts. Nach zehn Minuten sehen sie die Gleise. Für den Zug haben sie noch genug ~Zeit=time~.|Nils and his mother reach a fork near a lake.|They follow the sign towards the station.
nature,colours|Rote Blätter im Herbst|colours|Im Herbst sind die ~Blätter=leaves~ im Park gelb und rot. Amina sammelt drei schöne Blätter. Zu Hause legt sie sie zwischen die Seiten eines alten Buches. Ihr Vater fragt: „Warum?“ Sie möchte eine Karte für Oma machen. Nach einigen Tagen sind die Blätter trocken. Die Karte wird sehr ~bunt=colourful~.|Amina collects autumn leaves.|She dries them in a book to make a card for her grandmother.
weather|Schnee vor der Tür|weather|Am Morgen liegt ~Schnee=snow~ vor der Tür. Sami zieht seine Stiefel an. Sein kleiner Bruder findet die Handschuhe nicht. Sami sucht mit ihm. Sie liegen auf der Heizung. Draußen bauen beide einen Schneemann. Als Nase bekommt er eine Karotte. Nach einer Stunde sind die Kinder ~kalt=cold~ und gehen hinein.|Snow falls overnight and the boys prepare to go outside.|They build a snowman, then return indoors when cold.
weather|Zu warm für die Jacke|comparison|Am Morgen ist es kühl. Lena trägt eine dicke ~Jacke=jacket~. Am Mittag scheint die Sonne. Im Park ist ihr zu warm. Sie zieht die Jacke aus und legt sie auf die Bank. Beim Gehen ruft ihr Freund: „Deine Jacke!“ Lena nimmt sie mit. Am Abend braucht sie sie ~wieder=again~.|Lena takes off her jacket when the day warms up.|A friend reminds her to take it, and she needs it that evening.
food|Die Suppe für vier|numbers|Wir kochen Suppe für vier Personen. Papa schneidet zwei ~Kartoffeln=potatoes~. Ich wasche drei Karotten. Meine Schwester bringt einen Topf. Auf dem Tisch stehen aber nur drei Teller. Ich hole noch einen. Jetzt können wir alle essen. Papa fragt nach dem Brot. Es liegt noch in der ~Küche=kitchen~.|A family prepares soup for four.|The narrator adds a missing plate before they eat.
food|Salz oder Zucker?|questions|Nora möchte einen Kuchen backen. Auf dem Tisch stehen zwei weiße ~Dosen=tins; containers~. Eine enthält Salz, die andere Zucker. Auf den Dosen steht nichts. Nora fragt ihre Mutter. Die hohe Dose ist für Zucker. Nora schreibt zwei Zettel und klebt sie auf die Dosen. Jetzt ist alles ~klar=clear~.|Nora cannot tell two unlabelled kitchen containers apart.|She asks her mother and labels them salt and sugar.
food|Der leere Kühlschrank|negation|Am Abend öffnet Tim den ~Kühlschrank=fridge~. Kein Käse, keine Milch! Es gibt nur Eier und eine Tomate. Im Schrank findet er Brot. Tim macht Eier in der Pfanne und schneidet die Tomate. Das Essen ist einfach, aber es schmeckt ihm. Milch und Käse schreibt er auf die ~Einkaufsliste=shopping list~.|Tim has few ingredients left at home.|He makes eggs with tomato and adds missing items to his list.
food|Ein Rezept von Oma|imperative|Oma zeigt mir ein einfaches ~Rezept=recipe~. „Wasch zuerst das Gemüse“, sagt sie. Ich wasche die Tomaten. Dann schneiden wir Gurken und Tomaten klein. Oma gibt Öl dazu. Wir mischen alles in einer Schüssel. Mein Bruder deckt den Tisch. Er mag den Salat, aber die Zwiebeln lässt er am ~Rand=edge~ liegen.|Grandmother teaches the narrator to make a salad.|The brother enjoys it but leaves the onions.
leisure|Die Bibliothekskarte|accusative|Elif möchte ein Buch ausleihen. Sie hat noch keine ~Bibliothekskarte=library card~. Eine Mitarbeiterin gibt ihr ein Formular. Elif schreibt ihren Namen und ihre Adresse auf. Dann bekommt sie eine Karte. Sie sucht ein Buch mit kurzen Geschichten. Zu Hause liest sie die erste Geschichte auf dem ~Sofa=sofa~.|Elif needs a library card to borrow a book.|She registers and takes home a book of short stories.
leisure,sport|Ein Ball im Baum|location|Die Kinder spielen Fußball. Max schießt zu hoch. Der ~Ball=ball~ liegt jetzt zwischen den Ästen eines kleinen Baumes. Niemand soll auf den Baum klettern. Max holt seinen Vater. Mit einem langen Stock erreicht er den Ball vom Boden aus. Danach spielen die Kinder auf der anderen Seite des ~Platzes=playing field; square~.|Max kicks a football into a tree.|His father retrieves it with a stick from the ground.
leisure|Die Gitarre nebenan|time|Jeden Abend hört Jo ~Musik=music~ aus der Wohnung nebenan. Seine Nachbarin spielt Gitarre. Heute trifft er sie im Flur. „Spielst du auch am Samstag?“, fragt er. Am Samstag hat sie ein kleines Konzert im Park. Jo möchte kommen. Er schreibt die Uhrzeit auf: um vier Uhr am ~Nachmittag=afternoon~.|Jo often hears his neighbour practising guitar.|He plans to attend her Saturday concert in the park.
